"ST","ASP","GLN","GLT","GLY","PGM","TKT","UNC","Source","UR_num","UR_bool","SampledDate","Number","Label","Year","month","YearMonth"
10119,988,979,976,100,961,114,976,"Wild_bird_other",NA,NA,2012-03-12,4,"Other",2012,3,87
1304,100,142,93,135,190,145,81,"Wild_bird_other",NA,NA,2012-03-12,4,"Other",2012,3,87
4336,1,350,5,332,261,293,3,"Water_bird_wild",NA,NA,2012-03-03,4,"Other",2012,3,87
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2012-02-25,4,"Other",2012,2,86
10051,236,306,254,339,433,990,255,"Environmental water",NA,NA,2012-02-25,3,"Water",2012,2,86
42,1,2,3,4,5,9,3,"Cattle",NA,NA,2012-02-21,2,"Ruminants",2012,2,86
3640,1,6,5,4,261,7,3,"Water_bird_wild",NA,NA,2011-11-15,4,"Other",2011,11,83
42,1,2,3,4,5,9,3,"Cattle",NA,NA,2012-02-21,2,"Ruminants",2012,2,86
10030,1,6,286,4,261,7,3,"Water_bird_wild",NA,NA,2012-02-14,4,"Other",2012,2,86
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2012-02-07,4,"Other",2012,2,86
4499,98,359,98,125,180,150,113,"Wild_bird_other",NA,NA,2009-01-29,4,"Other",2009,1,49
692,37,52,57,26,127,29,23,"Water_bird_wild",NA,NA,2009-01-29,4,"Other",2009,1,49
4504,2,15,4,48,356,150,23,"Water_bird_wild",NA,NA,2009-01-29,4,"Other",2009,1,49
583,4,7,10,4,42,51,1,"Wild_bird_other",NA,NA,2008-12-28,4,"Other",2008,12,48
995,2,4,84,105,126,25,57,"Water_bird_wild",NA,NA,2008-04-17,4,"Other",2008,4,40
2347,2,4,4,105,10,25,57,"Wild_bird_other",NA,NA,2007-08-29,4,"Other",2007,8,32
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2008-12-27,4,"Other",2008,12,48
4499,98,359,98,125,180,150,113,"Wild_bird_other",NA,NA,2008-12-27,4,"Other",2008,12,48
4499,98,359,98,125,180,150,113,"Wild_bird_other",NA,NA,2008-12-27,4,"Other",2008,12,48
4499,98,359,98,125,180,150,113,"Wild_bird_other",NA,NA,2008-12-27,4,"Other",2008,12,48
1033,2,61,4,64,126,7,23,"Water_bird_wild",NA,NA,2008-12-27,4,"Other",2008,12,48
137,4,7,10,4,42,7,1,"Wild_bird_other",NA,NA,2008-11-28,4,"Other",2008,11,47
137,4,7,10,4,42,7,1,"Wild_bird_other",NA,NA,2008-11-28,4,"Other",2008,11,47
677,10,81,50,99,120,76,52,"Wild_bird_other",NA,NA,2008-11-28,4,"Other",2008,11,47
677,10,81,50,99,120,76,52,"Wild_bird_other",NA,NA,2008-11-28,4,"Other",2008,11,47
1033,2,61,4,64,126,7,23,"Water_bird_wild",NA,NA,2008-11-28,4,"Other",2008,11,47
583,4,7,10,4,42,51,1,"Wild_bird_other",NA,NA,2008-11-28,4,"Other",2008,11,47
1033,2,61,4,64,126,7,23,"Water_bird_wild",NA,NA,2008-11-28,4,"Other",2008,11,47
137,4,7,10,4,42,7,1,"Wild_bird_other",NA,NA,2008-11-28,4,"Other",2008,11,47
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2008-11-28,4,"Other",2008,11,47
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2008-11-28,4,"Other",2008,11,47
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2008-11-28,4,"Other",2008,11,47
177,17,2,8,5,8,2,4,"Wild_bird_other",NA,NA,2008-10-31,4,"Other",2008,10,46
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2008-10-31,4,"Other",2008,10,46
177,17,2,8,5,8,2,4,"Wild_bird_other",NA,NA,2008-10-31,4,"Other",2008,10,46
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2008-10-31,4,"Other",2008,10,46
583,4,7,10,4,42,51,1,"Water_bird_wild",NA,NA,2008-10-31,4,"Other",2008,10,46
696,2,1,4,28,58,25,58,"Wild_bird_other",NA,NA,2008-10-31,4,"Other",2008,10,46
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2008-10-31,4,"Other",2008,10,46
995,2,4,84,105,126,25,57,"Water_bird_wild",NA,NA,2008-10-31,4,"Other",2008,10,46
583,4,7,10,4,42,51,1,"Wild_bird_other",NA,NA,2008-10-01,4,"Other",2008,10,46
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2008-10-01,4,"Other",2008,10,46
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2008-09-26,4,"Other",2008,9,45
1342,98,122,98,125,180,150,113,"Water_bird_wild",NA,NA,2008-09-26,4,"Other",2008,9,45
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2008-09-26,4,"Other",2008,9,45
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2008-09-26,4,"Other",2008,9,45
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2008-09-26,4,"Other",2008,9,45
2354,37,4,4,48,13,25,23,"Water_bird_wild",NA,NA,2008-09-23,4,"Other",2008,9,45
526,2,15,4,27,13,80,23,"Wild_bird_other",NA,NA,2008-08-20,4,"Other",2008,8,44
583,4,7,10,4,42,51,1,"Wild_bird_other",NA,NA,2008-08-20,4,"Other",2008,8,44
4503,1,2,9,5,5,9,21,"Water_bird_wild",NA,NA,2008-08-20,4,"Other",2008,8,44
2347,2,4,4,105,10,25,57,"Water_bird_wild",NA,NA,2008-08-20,4,"Other",2008,8,44
2026,10,1,16,19,10,5,7,"Water_bird_wild",NA,NA,2008-08-20,4,"Other",2008,8,44
2026,10,1,16,19,10,5,7,"Water_bird_wild",NA,NA,2008-08-20,4,"Other",2008,8,44
1324,99,128,91,125,170,146,111,"Water_bird_wild",NA,NA,2008-08-03,4,"Other",2008,8,44
2538,35,2,8,51,361,2,21,"Wild_bird_other",NA,NA,2008-08-01,4,"Other",2008,8,44
2378,2,15,4,48,356,25,23,"Water_bird_wild",NA,NA,2008-07-14,4,"Other",2008,7,43
3222,33,283,44,82,189,44,17,"Wild_bird_other",NA,NA,2014-09-29,4,"Other",2014,9,117
10118,987,978,975,972,957,989,975,"Water_bird_wild",NA,NA,2013-07-02,4,"Other",2013,7,103
10117,986,977,974,971,956,988,974,"Water_bird_wild",NA,NA,2013-07-02,4,"Other",2013,7,103
977,22,61,4,64,74,25,23,"Water_bird_wild",NA,NA,2008-06-26,4,"Other",2008,6,42
10036,175,6,5,282,261,7,3,"Water_bird_wild",NA,NA,2012-07-26,4,"Other",2012,7,91
10028,1,6,216,282,261,7,3,"Water_bird_wild",NA,NA,2012-07-25,4,"Other",2012,7,91
3656,175,251,216,282,359,293,3,"Water_bird_wild",NA,NA,2012-07-24,4,"Other",2012,7,91
10028,1,6,216,282,261,7,3,"Water_bird_wild",NA,NA,2012-07-24,4,"Other",2012,7,91
677,10,81,50,99,120,76,52,"Water_bird_wild",NA,NA,2012-07-24,4,"Other",2012,7,91
3656,175,251,216,282,359,293,3,"Water_bird_wild",NA,NA,2012-07-24,4,"Other",2012,7,91
3656,175,251,216,282,359,293,3,"Water_bird_wild",NA,NA,2012-07-24,4,"Other",2012,7,91
10028,1,6,216,282,261,7,3,"Water_bird_wild",NA,NA,2012-07-24,4,"Other",2012,7,91
3640,1,6,5,4,261,7,3,"Water_bird_wild",NA,NA,2012-07-24,4,"Other",2012,7,91
10116,985,964,971,967,950,975,970,"Water_bird_wild",NA,NA,2012-01-12,4,"Other",2012,1,85
6555,27,31,29,28,360,161,87,"Water_bird_wild",NA,NA,2012-01-12,4,"Other",2012,1,85
977,22,61,4,64,74,25,23,"Water_bird_wild",NA,NA,2008-06-26,4,"Other",2008,6,42
10006,121,960,967,963,556,482,324,"Water_bird_wild",NA,NA,2011-08-11,4,"Other",2011,8,80
10115,983,958,964,960,945,971,963,"Wild_bird_other",NA,NA,2011-06-29,4,"Other",2011,6,78
10114,982,957,963,959,944,970,962,"Wild_bird_other",NA,NA,2011-05-27,4,"Other",2011,5,77
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2011-04-19,4,"Other",2011,4,76
696,2,1,4,28,58,25,58,"Water_bird_wild",NA,NA,2011-02-28,4,"Other",2011,2,74
190,2,1,5,3,2,3,5,"Wild_bird_other",NA,NA,2010-11-23,4,"Other",2010,11,71
3663,175,6,216,282,261,7,3,"Wild_bird_other",NA,NA,2010-08-18,4,"Other",2010,8,68
2381,175,251,216,282,359,293,102,"Wild_bird_other",NA,NA,2010-08-18,4,"Other",2010,8,68
2381,175,251,216,282,359,293,102,"Wild_bird_other",NA,NA,2010-08-11,4,"Other",2010,8,68
10113,981,956,962,958,942,969,961,"Wild_bird_other",NA,NA,2010-08-04,4,"Other",2010,8,68
10112,980,955,961,957,941,968,960,"Wild_bird_other",NA,NA,2010-08-04,4,"Other",2010,8,68
10111,978,953,959,955,939,966,959,"Wild_bird_other",NA,NA,2010-08-04,4,"Other",2010,8,68
10110,977,952,957,953,938,965,957,"Wild_bird_other",NA,NA,2010-02-19,4,"Other",2010,2,62
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2009-07-29,4,"Other",2009,7,55
699,37,52,57,26,129,29,23,"Water_bird_wild",NA,NA,2009-07-29,4,"Other",2009,7,55
992,2,59,4,27,126,29,23,"Water_bird_wild",NA,NA,2009-07-29,4,"Other",2009,7,55
53,2,1,21,3,2,1,5,"Wild_bird_other",NA,NA,2009-07-17,4,"Other",2009,7,55
42,1,2,3,4,5,9,3,"Wild_bird_other",NA,NA,2009-07-17,4,"Other",2009,7,55
1255,22,146,4,64,74,25,23,"Water_bird_wild",NA,NA,2009-07-17,4,"Other",2009,7,55
696,2,1,4,28,58,25,58,"Wild_bird_other",NA,NA,2008-05-23,4,"Other",2008,5,41
2378,2,15,4,48,356,25,23,"Water_bird_wild",NA,NA,2009-07-14,4,"Other",2009,7,55
4502,37,52,21,388,127,29,23,"Water_bird_wild",NA,NA,2009-07-14,4,"Other",2009,7,55
1286,95,2,94,127,172,144,114,"Wild_bird_other",NA,NA,2009-07-10,4,"Other",2009,7,55
4499,98,359,98,125,180,150,113,"Wild_bird_other",NA,NA,2009-07-10,4,"Other",2009,7,55
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2009-07-10,4,"Other",2009,7,55
4501,237,2,254,340,433,349,290,"Water_bird_wild",NA,NA,2009-07-10,4,"Other",2009,7,55
1033,2,61,4,64,126,7,23,"Water_bird_wild",NA,NA,2009-07-10,4,"Other",2009,7,55
53,2,1,21,3,2,1,5,"Water_bird_wild",NA,NA,2009-06-29,4,"Other",2009,6,54
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2009-06-25,4,"Other",2009,6,54
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2009-06-25,4,"Other",2009,6,54
692,37,52,57,26,127,29,23,"Wild_bird_other",NA,NA,2009-06-25,4,"Other",2009,6,54
710,37,29,75,48,126,25,23,"Water_bird_wild",NA,NA,2009-06-25,4,"Other",2009,6,54
693,2,29,4,48,13,24,57,"Water_bird_wild",NA,NA,2009-06-25,4,"Other",2009,6,54
208,26,2,9,51,8,46,5,"Wild_bird_other",NA,NA,2009-06-19,4,"Other",2009,6,54
3961,2,29,4,27,10,25,24,"Water_bird_wild",NA,NA,2009-06-19,4,"Other",2009,6,54
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2009-06-17,4,"Other",2009,6,54
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2009-06-17,4,"Other",2009,6,54
693,2,29,4,48,13,24,57,"Water_bird_wild",NA,NA,2009-06-17,4,"Other",2009,6,54
177,17,2,8,5,8,2,4,"Wild_bird_other",NA,NA,2009-06-12,4,"Other",2009,6,54
693,2,29,4,48,13,24,57,"Water_bird_wild",NA,NA,2009-06-12,4,"Other",2009,6,54
4500,2,29,296,48,131,25,57,"Water_bird_wild",NA,NA,2009-06-12,4,"Other",2009,6,54
3961,2,29,4,27,10,25,24,"Water_bird_wild",NA,NA,2008-05-12,4,"Other",2008,5,41
977,22,61,4,64,74,25,23,"Water_bird_wild",NA,NA,2008-05-12,4,"Other",2008,5,41
5648,37,418,57,26,129,29,23,"Wild_bird_other",NA,NA,2009-05-29,4,"Other",2009,5,53
696,2,1,4,28,58,25,58,"Water_bird_wild",NA,NA,2008-05-12,4,"Other",2008,5,41
137,4,7,10,4,42,7,1,"Water_bird_wild",NA,NA,2009-05-29,4,"Other",2009,5,53
2391,2,15,4,48,360,25,23,"Water_bird_wild",NA,NA,2009-05-28,4,"Other",2009,5,53
2347,2,4,4,105,10,25,57,"Water_bird_wild",NA,NA,2009-05-28,4,"Other",2009,5,53
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2009-05-25,4,"Other",2009,5,53
2391,2,15,4,48,360,25,23,"Water_bird_wild",NA,NA,2009-05-25,4,"Other",2009,5,53
692,37,52,57,26,127,29,23,"Water_bird_wild",NA,NA,2009-05-25,4,"Other",2009,5,53
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2009-05-20,4,"Other",2009,5,53
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2009-05-20,4,"Other",2009,5,53
2349,2,59,4,48,131,24,57,"Water_bird_wild",NA,NA,2009-05-20,4,"Other",2009,5,53
2391,2,15,4,48,360,25,23,"Water_bird_wild",NA,NA,2009-05-18,4,"Other",2009,5,53
696,2,1,4,28,58,25,58,"Water_bird_wild",NA,NA,2008-05-12,4,"Other",2008,5,41
681,35,43,9,5,8,46,21,"Wild_bird_other",NA,NA,2009-04-30,4,"Other",2009,4,52
2354,37,4,4,48,13,25,23,"Water_bird_wild",NA,NA,2009-04-30,4,"Other",2009,4,52
2347,2,4,4,105,10,25,57,"Water_bird_wild",NA,NA,2008-05-12,4,"Other",2008,5,41
177,17,2,8,5,8,2,4,"Wild_bird_other",NA,NA,2009-04-27,4,"Other",2009,4,52
177,17,2,8,5,8,2,4,"Wild_bird_other",NA,NA,2009-04-27,4,"Other",2009,4,52
2537,17,2,8,5,8,2,143,"Water_bird_wild",NA,NA,2009-04-27,4,"Other",2009,4,52
1342,98,122,98,125,180,150,113,"Wild_bird_other",NA,NA,2009-04-20,4,"Other",2009,4,52
710,37,29,75,48,126,25,23,"Water_bird_wild",NA,NA,2009-04-20,4,"Other",2009,4,52
1324,99,128,91,125,170,146,111,"Wild_bird_other",NA,NA,2009-04-09,4,"Other",2009,4,52
991,37,52,57,26,107,29,23,"Water_bird_wild",NA,NA,2009-04-09,4,"Other",2009,4,52
4499,98,359,98,125,180,150,113,"Wild_bird_other",NA,NA,2009-03-30,4,"Other",2009,3,51
2354,37,4,4,48,13,25,23,"Water_bird_wild",NA,NA,2009-03-30,4,"Other",2009,3,51
991,37,52,57,26,107,29,23,"Wild_bird_other",NA,NA,2009-03-10,4,"Other",2009,3,51
1033,2,61,4,64,126,7,23,"Water_bird_wild",NA,NA,2009-03-10,4,"Other",2009,3,51
4498,1,2,3,4,5,9,21,"Wild_bird_other",NA,NA,2009-03-09,4,"Other",2009,3,51
1033,2,61,4,64,126,7,23,"Water_bird_wild",NA,NA,2009-03-09,4,"Other",2009,3,51
3961,2,29,4,27,10,25,24,"Water_bird_wild",NA,NA,2009-03-02,4,"Other",2009,3,51
5648,37,418,57,26,129,29,23,"Water_bird_wild",NA,NA,2009-02-23,4,"Other",2009,2,50
1304,100,142,93,135,190,145,81,"Wild_bird_other",NA,NA,2009-02-23,4,"Other",2009,2,50
699,37,52,57,26,129,29,23,"Water_bird_wild",NA,NA,2009-02-23,4,"Other",2009,2,50
709,2,29,4,105,131,24,57,"Water_bird_wild",NA,NA,2009-02-19,4,"Other",2009,2,50
3961,2,29,4,27,10,25,24,"Wild_bird_other",NA,NA,2009-02-19,4,"Other",2009,2,50
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2009-02-19,4,"Other",2009,2,50
992,2,59,4,27,126,29,23,"Wild_bird_other",NA,NA,2009-02-19,4,"Other",2009,2,50
2378,2,15,4,48,356,25,23,"Wild_bird_other",NA,NA,2009-02-19,4,"Other",2009,2,50
2378,2,15,4,48,356,25,23,"Water_bird_wild",NA,NA,2009-02-19,4,"Other",2009,2,50
4497,2,4,4,48,358,25,280,"Water_bird_wild",NA,NA,2009-02-19,4,"Other",2009,2,50
4496,2,15,98,48,356,25,23,"Water_bird_wild",NA,NA,2009-02-19,4,"Other",2009,2,50
991,37,52,57,26,107,29,23,"Water_bird_wild",NA,NA,2009-01-30,4,"Other",2009,1,49
1033,2,61,4,64,126,7,23,"Wild_bird_other",NA,NA,2009-01-30,4,"Other",2009,1,49
2378,2,15,4,48,356,25,23,"Water_bird_wild",NA,NA,2009-01-30,4,"Other",2009,1,49
1342,98,122,98,125,180,150,113,"Wild_bird_other",NA,NA,2009-01-29,4,"Other",2009,1,49
45,4,7,10,4,1,7,1,"Wild_bird_other",NA,NA,2009-01-29,4,"Other",2009,1,49
5648,37,418,57,26,129,29,23,"Water_bird_wild",NA,NA,2009-01-29,4,"Other",2009,1,49
474,2,4,1,2,2,1,5,"Cat_dog_pet",NA,NA,2010-04-08,4,"Other",2010,4,64
45,4,7,10,4,1,7,1,"Cat_dog_pet",NA,NA,2010-03-23,4,"Other",2010,3,63
4492,1,14,2,2,6,1,17,"Cat_dog_pet",NA,NA,2010-02-03,4,"Other",2010,2,62
45,4,7,10,4,1,7,1,"Cat_dog_pet",NA,NA,2010-12-01,4,"Other",2010,12,72
45,4,7,10,4,1,7,1,"Cat_dog_pet",NA,NA,2010-12-01,4,"Other",2010,12,72
45,4,7,10,4,1,7,1,"Cat_dog_pet",NA,NA,2010-12-01,4,"Other",2010,12,72
45,4,7,10,4,1,7,1,"Cat_dog_pet",NA,NA,2010-12-01,4,"Other",2010,12,72
45,4,7,10,4,1,7,1,"Cat_dog_pet",NA,NA,2010-12-01,4,"Other",2010,12,72
45,4,7,10,4,1,7,1,"Cat_dog_pet",NA,NA,2010-12-01,4,"Other",2010,12,72
61,1,4,2,2,6,3,17,"Cat_dog_pet",NA,NA,2010-06-25,4,"Other",2010,6,66
474,2,4,1,2,2,1,5,"Cat_dog_pet",NA,NA,2010-06-15,4,"Other",2010,6,66
474,2,4,1,2,2,1,5,"Cat_dog_pet",NA,NA,2010-02-25,4,"Other",2010,2,62
520,2,1,12,88,2,1,5,"Cat_dog_pet",NA,NA,2010-04-23,4,"Other",2010,4,64
696,2,1,4,28,58,25,58,"Cat_dog_pet",NA,NA,2010-04-14,4,"Other",2010,4,64
696,2,1,4,28,58,25,58,"Cat_dog_pet",NA,NA,2010-04-14,4,"Other",2010,4,64
436,7,21,5,62,4,61,44,"Human",NA,NA,2005-10-06,0,"Human",2005,10,10
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-08-12,0,"Human",2005,8,8
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-09-22,0,"Human",2005,9,9
1581,129,66,30,82,189,47,17,"Human",NA,NA,2005-11-03,0,"Human",2005,11,11
451,2,1,2,3,2,3,5,"Human",NA,NA,2005-08-26,0,"Human",2005,8,8
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-08-12,0,"Human",2005,8,8
451,2,1,2,3,2,3,5,"Human",NA,NA,2005-08-12,0,"Human",2005,8,8
354,8,10,2,2,11,12,6,"Human",NA,NA,2005-09-09,0,"Human",2005,9,9
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-05-27,0,"Human",2005,5,5
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-05-27,0,"Human",2005,5,5
219,1,4,2,2,6,3,1,"Human",NA,NA,2005-05-23,0,"Human",2005,5,5
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-05-23,0,"Human",2005,5,5
61,1,4,2,2,6,3,17,"Human",NA,NA,2005-05-19,0,"Human",2005,5,5
2345,2,4,5,2,2,5,5,"Human",NA,NA,2005-02-18,0,"Human",2005,2,2
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-02-18,0,"Human",2005,2,2
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-02-18,0,"Human",2005,2,2
48,2,4,1,2,7,1,5,"Human",NA,NA,2005-06-13,0,"Human",2005,6,6
50,2,1,12,3,2,1,5,"Human",NA,NA,2005-06-13,0,"Human",2005,6,6
50,2,1,12,3,2,1,5,"Human",NA,NA,2005-06-13,0,"Human",2005,6,6
520,2,1,12,88,2,1,5,"Human",NA,NA,2005-06-13,0,"Human",2005,6,6
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-05-13,0,"Human",2005,5,5
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-07-28,0,"Human",2005,7,7
48,2,4,1,2,7,1,5,"Human",NA,NA,2005-08-12,0,"Human",2005,8,8
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-02-09,0,"Human",2006,2,14
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-02-08,0,"Human",2006,2,14
50,2,1,12,3,2,1,5,"Human",NA,NA,2006-02-09,0,"Human",2006,2,14
25,4,7,10,1,1,7,1,"Human",NA,NA,2006-02-09,0,"Human",2006,2,14
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-02-08,0,"Human",2006,2,14
583,4,7,10,4,42,51,1,"Human",NA,NA,2006-02-08,0,"Human",2006,2,14
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-01-18,0,"Human",2006,1,13
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-12-30,0,"Human",2005,12,12
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-12-30,0,"Human",2005,12,12
829,33,39,30,82,113,43,17,"Human",NA,NA,2005-12-30,0,"Human",2005,12,12
48,2,4,1,2,7,1,5,"Human",NA,NA,2005-12-30,0,"Human",2005,12,12
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-12-30,0,"Human",2005,12,12
451,2,1,2,3,2,3,5,"Human",NA,NA,2005-12-30,0,"Human",2005,12,12
48,2,4,1,2,7,1,5,"Human",NA,NA,2005-12-19,0,"Human",2005,12,12
451,2,1,2,3,2,3,5,"Human",NA,NA,2005-05-27,0,"Human",2005,5,5
3713,2,1,12,3,11,1,6,"Human",NA,NA,2005-05-13,0,"Human",2005,5,5
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-05-13,0,"Human",2005,5,5
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-05-13,0,"Human",2005,5,5
1457,2,165,73,147,220,190,104,"Human",NA,NA,2005-05-10,0,"Human",2005,5,5
459,1,2,3,3,5,9,3,"Human",NA,NA,2005-05-10,0,"Human",2005,5,5
257,9,2,4,62,4,5,6,"Human",NA,NA,2005-05-04,0,"Human",2005,5,5
520,2,1,12,88,2,1,5,"Human",NA,NA,2005-05-04,0,"Human",2005,5,5
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-05-03,0,"Human",2005,5,5
2343,2,4,5,2,10,1,5,"Human",NA,NA,2005-04-26,0,"Human",2005,4,4
61,1,4,2,2,6,3,17,"Human",NA,NA,2005-04-26,0,"Human",2005,4,4
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-04-26,0,"Human",2005,4,4
45,4,7,10,4,1,7,1,"Human",NA,NA,2005-04-21,0,"Human",2005,4,4
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-04-14,0,"Human",2005,4,4
451,2,1,2,3,2,3,5,"Human",NA,NA,2005-04-14,0,"Human",2005,4,4
451,2,1,2,3,2,3,5,"Human",NA,NA,2005-04-05,0,"Human",2005,4,4
45,4,7,10,4,1,7,1,"Human",NA,NA,2005-03-30,0,"Human",2005,3,3
1707,9,2,5,2,11,3,1,"Human",NA,NA,2005-03-24,0,"Human",2005,3,3
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-03-02,0,"Human",2005,3,3
61,1,4,2,2,6,3,17,"Human",NA,NA,2005-03-02,0,"Human",2005,3,3
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-03-02,0,"Human",2005,3,3
50,2,1,12,3,2,1,5,"Human",NA,NA,2005-02-24,0,"Human",2005,2,2
451,2,1,2,3,2,3,5,"Human",NA,NA,2005-11-08,0,"Human",2005,11,11
45,4,7,10,4,1,7,1,"Human",NA,NA,2005-11-08,0,"Human",2005,11,11
48,2,4,1,2,7,1,5,"Human",NA,NA,2005-11-08,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-09-09,0,"Human",2005,9,9
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-09-09,0,"Human",2005,9,9
42,1,2,3,4,5,9,3,"Human",NA,NA,2005-09-09,0,"Human",2005,9,9
3232,32,39,30,82,104,324,17,"Human",NA,NA,2005-09-30,0,"Human",2005,9,9
48,2,4,1,2,7,1,5,"Human",NA,NA,2005-11-01,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-12-05,0,"Human",2005,12,12
1517,8,10,149,2,11,12,6,"Human",NA,NA,2005-11-01,0,"Human",2005,11,11
2026,10,1,16,19,10,5,7,"Human",NA,NA,2005-11-01,0,"Human",2005,11,11
61,1,4,2,2,6,3,17,"Human",NA,NA,2005-11-25,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-25,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-25,0,"Human",2005,11,11
50,2,1,12,3,2,1,5,"Human",NA,NA,2005-11-01,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-25,0,"Human",2005,11,11
2026,10,1,16,19,10,5,7,"Human",NA,NA,2005-11-01,0,"Human",2005,11,11
38,2,4,2,2,6,1,5,"Human",NA,NA,2005-10-06,0,"Human",2005,10,10
520,2,1,12,88,2,1,5,"Human",NA,NA,2005-11-25,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-25,0,"Human",2005,11,11
2391,2,15,4,48,360,25,23,"Human",NA,NA,2005-11-25,0,"Human",2005,11,11
52,9,25,2,10,22,3,6,"Human",NA,NA,2005-10-27,0,"Human",2005,10,10
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-10-27,0,"Human",2005,10,10
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-10-27,0,"Human",2005,10,10
42,1,2,3,4,5,9,3,"Human",NA,NA,2005-07-27,0,"Human",2005,7,7
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-09-30,0,"Human",2005,9,9
3712,1,2,215,4,90,24,8,"Human",NA,NA,2005-11-23,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-08-26,0,"Human",2005,8,8
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-23,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-08-26,0,"Human",2005,8,8
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-09-22,0,"Human",2005,9,9
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-07-25,0,"Human",2005,7,7
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-07-25,0,"Human",2005,7,7
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-08-26,0,"Human",2005,8,8
257,9,2,4,62,4,5,6,"Human",NA,NA,2005-08-19,0,"Human",2005,8,8
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-08-19,0,"Human",2005,8,8
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-11-23,0,"Human",2005,11,11
520,2,1,12,88,2,1,5,"Human",NA,NA,2005-06-29,0,"Human",2005,6,6
257,9,2,4,62,4,5,6,"Human",NA,NA,2005-11-17,0,"Human",2005,11,11
48,2,4,1,2,7,1,5,"Human",NA,NA,2005-09-22,0,"Human",2005,9,9
